ID,Test Name,Year,Session,Subject,Number,Question,image,law,Option 1,Option 2,Option 3,Option 4,Answer
21,경비지도사2차,2021,1,소방학,7,건축물 화재 시 연기배출과 외부공기 유입의 기준선은?,text_only,,중성대,열전대,화염 분출대,감광계수,1
22,경비지도사2차,2023,1,소방학,14,물리적 소화방법이 아닌 것은?,text_only,,질식소화,냉각소화,제거소화,억제(부촉매)소화,4
23,경비지도사2차,2013,1,소방학,12,혈액 속의 헤모글로빈과 결합하여 혈액 내 산소 공급을 가장 저해하는 물질은?,text_only,,염화수소,일산화탄소,질소,이산화탄소,2
24,경비지도사2차,2015,1,소방학,7,고층건축물화재 시 건축물 내부의 온도가 바깥보다 높고 밀도가 낮을 때 건물 내의 공기가 부력을 받아 이동하는 현상은?,text_only,,굴뚝효과(stack effect),플래쉬오버(flash over),백드래프트(back draft),롤오버(roll over),1
25,경비지도사2차,2020,1,소방학,19,"각 층의 바닥면적이 1,800 m$^2$ 인 지상 15층의 내화구조 주상복합건축물이 있다. 이 건축물 지상 13층에서의 최소 방화구획 수는? (단, 전 층에 스프링클러소화설비가 설치되어 있으며, 주어진 조건 이외의 다른 조건은 고려하지 않음)",text_only,,2,3,4,5,2
26,경비지도사2차,2014,1,소방학,28,위험물안전관리법령상 제4류 위험물 제1석유류의 인화점 기준은?,text_only,O,-20℃ 이하,21℃ 미만,21 ℃이상 70 ℃미만,70℃ 이상 200℃ 미만,2
27,경비지도사2차,2022,1,소방학,29,습식스프링클러설비에 관한 내용으로 옳지 않은 것은?,text_only,,평상시 배관 내에 물이 차 있다.,겨울철 추운 날씨에 동결 우려가 있다.,열에 의해 폐쇄형 헤드가 개방되면 동작한다.,변전실 등 전기설비가 많은 곳에 주로 사용한다.,4
28,경비지도사2차,2008,1,소방학,40,통신기기실 화재에 적응성이 있는 수동식소화기는?,text_only,,액체소화기,인산염류소화기,탄산수소염류소화기,청정소화약제소화기,4
29,경비지도사2차,2013,1,소방학,32,피난기구에 관한 설명으로 옳지 않은 것은?,text_only,,완강기는 사용자가 교대하여 연속적으로 사용할 수 없다.,구조대는 포지 등을 사용하여 자루형태로 되어있다.,공기안전매트는 포지에 공기 등을 주입하는 구조로 되어 있다.,승강식 피난기는 연속적으로 사용할 수 있는 무동력 승강식피난기이다.,1
30,경비지도사2차,2011,1,소방학,7,가연성이면서 분자내에 산소를 함유하고 있는 자기반응성 물질은?,text_only,,제1류 위험물,제3류 위험물,제5류 위험물,제6류 위험물,3
31,경비지도사2차,2013,1,소방학,36,소방기본법상 소방대상물이 아닌 것은?,text_only,O,차량,건축물,선박건조구조물,항해 중인 선박,4
32,경비지도사2차,2004,1,소방학,29,연소의 억제작용(소화)에 대한 설명으로 틀린 것은?,text_only,,분말소화약제는 화학소화뿐만 아니라 방사열을 차단하는 효과도 있다.,"불활성 기체(아르곤, 질소, 이산화탄소등)에 의한 소화는 질식소화다.",할로겐 원소중 소화력이 가장 큰 원소는 플루오르(불소)이다.,"할로겐 원소나 알카리금속은 연소시 발생한 활성중심(유리기, radical)과 반응하여 안정한 화합물을 만들기 때문에 소화효과를 나타낸다.",3
33,경비지도사2차,2021,1,소방학,38,위험물안전관리법령상 위험물 유별과 성질의 연결로 옳지 않은 것은?,text_only,O,제1류 - 산화성액체,제2류 - 가연성고체,제3류 - 자연발화성물질 및 금수성물질,제4류 - 인화성액체,1
34,경비지도사2차,2013,1,소방학,9,화재 종류와 색깔이 바르게 연결된 것은?,text_only,,일반화재 - 백색,일반화재 - 황색,전기화재 - 백색,전기화재 - 황색,1
35,경비지도사2차,2011,1,소방학,35,"화재, 재난·재해 그 밖의 위급한 상황의 발생으로 인하여 사람의 생명에 위험이 미칠 것으로 인정하는 때에는 일정한 구역을 지정하여 그 구역안에 있는 사람에 대하여 그 구역밖으로 피난할 것을 명할 수 있는 자로 옳지 않은 것은?",text_only,,소방본부장,소방서장,소방대장,경찰서장,4
36,경비지도사2차,2009,1,소방학,15,"제연설비, 연결살수설비, 비상콘센트설비, 무선통신보조설비는 다음 중 어느 설비에 해당되는가?",text_only,O,소화용수설비,소화활동설비,경보설비,피난설비,2
37,경비지도사2차,2015,1,소방학,12,다음 중 불연성가스가 아닌 것은?,text_only,,헬륨,황화수소,아르곤,이산화탄소,2
38,경비지도사2차,2023,1,소방학,22,화재의 예방 및 안전관리에 관한 법률의 내용이다. ( )에 들어갈 것으로 옳은 것은?\n\n소방청장은 화재예방책을 체계적·효율적으로 추진하고 이에 필요한 기반 환경을 위하여 화재의 예방 및 안전관리에 관한 기본계획을 ( )년마다 수립·시행하여야 한다.,text_only,O,5,7,8,10,1
39,경비지도사2차,2021,1,소방학,14,화학적 소화방법은?,text_only,,질식소화,냉각소화,제거소화,억제(부촉매)소화,4
40,경비지도사2차,2018,1,소방학,16,표준화재 시간-온도곡선(standard fire time-temperature curve)에서 목조건축물과 비교한 내화구조건축물의 화재특성은?,text_only,,저온 단기형,저온 장기형,고온 단기형,고온 장기형,2
41,경비지도사2차,2010,1,소방학,14,통전중인 전기설비에서 화재가 발생하였다면 그 화재의 종류는?,text_only,,A급화재,B급화재,C급화재,D급화재,3
42,경비지도사2차,2022,1,소방학,6,위험물안전관리법령상 제4류 위험물의 성질은?,text_only,O,산화성고체,가연성고체,인화성액체,산화성액체,3
43,경비지도사2차,2009,1,소방학,29,"사용자의 몸무게에 의해 자동적으로 내려올 수 있는 기구로 속도조절기, 속도조절기의 연결부, 로우프, 벨트 등으로 구성되어 있는 것은?",text_only,,구조대,완강기,피난사다리,미끄럼대,2
44,경비지도사2차,2023,1,소방학,29,다음에서 설명하고 있는 것은?\n\n화재 시 관기 및 냉난방 풍도를 통해 화염 및 연기가 확산되는 것을 방지하기 위하여 방화구획 벽상을 관통하는 덕트 내에 설치되며 있는 감지기 또는 온도 퓨즈에 의하여 자동으로 폐쇄되는 방화설비,text_only,,60분+방화문,30분+방화문,방화셔터,방화댐퍼,4
45,경비지도사2차,2014,1,소방학,25,방화구획의 벽을 닥트(duct)가 관통하는 경우에 닥트와 연결 설치되어 다른 방화구획으로 화염이나 연기의 흐름을 차단시키는 역할을 하는 것은?,text_only,,방화벽,방화문,방화댐퍼,방화셔터,3
46,경비지도사2차,2021,1,소방학,17,감지기의 종류 중 열감지기가 아닌 것은?,text_only,,차동식,정온식,보상식,광전식,4
47,경비지도사2차,2004,1,소방학,27,화재시 건물내 연기이동에 대하여 설명으로 틀린 것은?,text_only,,연기의 이동은 건물내외의 온도차에 영향을 받는다.,연기는 공기보다 고온이기 때문에 기류를 교반하지 않는다면 천정의 하면을 따라 이동한다.,연기는 수직공간에서 확산속도가 빠르고 그 흐름에 따라 화재 직상층 부터 차례로 충만해 간다.,수평방향 이동의 경우 진행방향 하부에 역방향으로 흐르는 신선한 공기의 2층류를 형성한다.,3
48,경비지도사2차,2012,1,소방학,22,"소방기본법상 소방대상물이 있는 장소 및 그 이웃지역으로서 화재의 예방·경계·진압, 구조·구급 등의 활동에 필요한 지역에 대한 정의로 옳은 것은?",text_only,O,관리지역,소방지역,경계지역,관계지역,4
49,경비지도사2차,2019,1,소방학,12,위험물안전관리법령상 위험물 품명과 지정수량의 연결이 옳은 것은?,text_only,O,유황 – 200킬로그램,나트륨 - 50 킬로그램,적린 – 100킬로그램,질산 - 500 킬로그램,3
50,경비지도사2차,2020,1,소방학,24,화재하중 산정에 영향을 미치는 요소는?,text_only,,가연물의 배열상태,가연물의 비표면적,화재실의 공기 공급량,가연물의 중량,4
51,경비지도사2차,2021,1,소방학,3,가연물의 구비조건으로 옳지 않은 것은?,text_only,,흡열반응이 클 것,표면적이 클 것,발열량이 클 것,활성화에너지가 작을 것,1
52,경비지도사2차,2018,1,소방학,20,화재 등 재난 시 강력한 리더를 따르려는 인간의 피난특성은?,text_only,,귀소본능,좌회본능,추종본능,지광본능,3
53,경비지도사2차,2015,1,소방학,37,소방기본법에서 정하는 소방대가 아닌 것은?,text_only,O,소방공무원,자위소방대원,의용소방대원,의무소방원,2
54,경비지도사2차,2008,1,소방학,11,"아파트 주방의 가스렌지에서 발생한 화재를 소화할 목적으로 설치하는 것으로 소화기능 및 가스누설탐지, 가스차단기능도 할 수 있는 소화설비는?",text_only,,자동식소화기,스프링클러설비,간이소화용구,옥내소화전설비,1
55,경비지도사2차,2021,1,소방학,20,물 소화약제에 관한 설명으로 옳지 않은 것은?,text_only,,냉각효과가 크다.,구하기 쉬우며 경제적이다.,전기화재에 주로 사용된다.,수손피해를 동반 할 수 있다.,3
56,경비지도사2차,2009,1,소방학,18,옥내소화전설비의 수원은 그 저수량이 옥내소화전의 설치개수가 가장 많은 층의 설치개수(5개 이상 설치된 경우에는 5개)에 몇 m$^3$를 곱한 양 이상이 되도록 정하고 있는가?,text_only,,1.2,1.6,2.6,3.6,3
57,경비지도사2차,2010,1,소방학,11,요리 중 음식물에 불이 붙었을 때 용기의 뚜껑을 덮어 소화하는 주된 원리는?,text_only,,냉각소화,질식소화,제거소화,화학소화,2
58,경비지도사2차,2022,1,소방학,14,건축물의 피난·방화구조 등의 기준에 관한 규칙상 피난안전구역에 관한 내용으로 옳지 않은 것은?,text_only,,내부마감재료는 준불연재료로 설치할 것,건축물의 내부에서 피난안전구역으로 통하는 계단은 특별피난계단의 구조로 설치할 것,비상용 승강기는 피난안전구역에서 승하차 할 수 있는 구조로 설치할 것,관리사무소 또는 방재센터 등과 긴급연락이 가능한 경보 및 통신시설을 설치할 것,1
59,경비지도사2차,2013,1,소방학,18,가스연소의 이상현상 중 불꽃이 노즐에서 떨어져 버너상부에서 연소하는 현상은?,text_only,,리프팅(선화),백파이어(역화),블로우오프,백드래프트,1
60,경비지도사2차,2008,1,소방학,20,제2류 위험물의 공통적인 성질로 옳은 것은?,text_only,,산화성,인화성,가연성,자연발화성,3
61,경비지도사2차,2022,1,소방학,20,건축물의 피난·방화구조 등의 기준에 관한 규칙상 방화벽에 설치하는 출입문의 높이 기준은?,text_only,,2.5미터 이하,2.7미터 이하,3.0미터 이하,3.5미터 이하,1
62,경비지도사2차,2019,1,소방학,8,복사에 의한 열전달과 관계있는 것은?,text_only,,뉴톤(Newton)의 법칙,푸리에(Fourier)의 법칙,패러데이(Faraday)의 법칙,스테판-볼츠만(Stefan-Boltzmann)의 법칙,4
63,경비지도사2차,2013,1,소방학,6,화재 시 연소물의 온도를 낮추어 소화하는 방법은?,text_only,,질식소화,제거소화,냉각소화,부촉매소화,3
64,경비지도사2차,2012,1,소방학,12,가스계 소화약제에 해당하지 않는 것은?,text_only,,포소화약제,청정소화약제,이산화탄소소화약제,할로겐화합물소화약제,1
65,경비지도사2차,2008,1,소방학,21,다음 중 연기감지기에 해당하는 것은?,text_only,,불꽃감지기,정온식감지기,차동식분포형감지기,이온화식스포트형감지기,4
66,경비지도사2차,2017,1,소방학,36,휘발유에 관한 설명으로 옳지 않은 것은?,text_only,O,위험물안전관리법령상 제4류 위험물 중 제2석유류에 해당한다.,인화성과 휘발성이 강해 화기를 가까이 하지 않아야 한다.,증기의 비중이 공기보다 크기 때문에 바닥에 체류할 위험성이 있다.,유체 마찰에 의하여 저장 및 취급 중에 정전기가 발생할 수 있어 위험하다.,1
67,경비지도사2차,2023,1,소방학,33,옥내소화전설비의 송수구 설치기준으로 옳지 않은 것은?,text_only,,소방차가 쉽게 접근할 수 있고 잘 보이는 장소에 설치할 것,지면으로부터 0.5 m 이상 1.0 m 이하의 위치에 설치할 것,이물질을 막기 위한 마개를 씌울 것,구경 40 mm의 단구형으로 할 것,4
68,경비지도사2차,2009,1,소방학,13,건축물의 방재계획에서 우선적으로 고려해야 할 사항 중 공간적인 대응에 해당되지 않는 것은?,text_only,,추종성,대항성,회피성,도피성,1
69,경비지도사2차,2014,1,소방학,31,가연물의 일반적인 구비조건으로 옳은 것을 모두 고른 것은?\n\nㄱ. 산소와 결합 시 발열량이 작을 것\nㄴ. 연소반응의 활성화 에너지가 작을 것\nㄷ. 산화되기 쉬울 것\nㄹ. 열전도도가 클 것,text_only,,"ㄱ, ㄴ","ㄱ, ㄹ","ㄴ, ㄷ","ㄷ, ㄹ",3
70,경비지도사2차,2023,1,소방학,24,건축물 피난계획 시 고려해야 할 인간의 본능에 해당하지 않는 것은?,text_only,,지광본능,우회본능,추종본능,귀소본능,2
71,경비지도사2차,2009,1,소방학,5,연소점의 정의를 올바르게 설명한 것은?,text_only,,가연물에 점화원을 가했을 때 발화될 수 있는 최저온도,가연물이 점화원 없이 가열된 열만 가지고 스스로 발화될 수 있는 최저온도,가연물에 점화원을 제거한 후에도 계속적인 연소를 일으킬 수 있는 최저온도,액체가연물의 연소범위 하한계 농도를 증발시킬 수 있는 최저온도,3
72,경비지도사2차,2014,1,소방학,17,이산화탄소 소화약제의 주된 소화효과는?,text_only,,피복효과,냉각효과,질식효과,제거효과,3
73,경비지도사2차,2009,1,소방학,34,소방기본법에서 정하고 있는 용어의 정의와 관련된 내용 중 옳지 않은 것은?,text_only,O,"'관계지역'이라 함은 소방대상물이 있는 장소 및 그 이웃지역으로서 화재의 예방·경계·진압, 구조·구급 등의 활동에 필요한 지역을 말한다.",'소유권자'라 함은 소방대상물의 소유자·관리자 또는 점유자를 말한다.,"'소방대장(消防隊長)'이라 함은 소방본부장 또는 소방서장 등 화재, 재난·재해 그 밖의 위급한 상황이 발생한 현장에서 소방대를 지휘하는 자를 말한다.",'소방본부장'이라 함은 특별시·광역시 또는 도에서 화재의 예방·경계·진압·조사 및 구조·구급 등의 업무를 담당하는 부서의 장을 말한다.,2
74,경비지도사2차,2021,1,소방학,40,소방시설 중 소화설비가 아닌 것은?,text_only,,연결송수관,스프링클러,옥외소화전,옥내소화전,1
75,경비지도사2차,2023,1,소방학,5,열에너지원의 종류 중 화학열의 종류가 아닌 것은?,text_only,,압축열,분해열,용해열,연소열,1
76,경비지도사2차,2010,1,소방학,21,옥내소화전설비에서 구조물 또는 지형지물 등에 설치하여 자연낙차의 압력으로 급수하는 수조는?,text_only,,지하수조,고가수조,압력수조,가압수조,2
77,경비지도사2차,2011,1,소방학,13,"건축물의 각층에 옥내소화전이 각각 1개씩 설치되어 있을 경우 수원의 양은 최소 얼마 이상으로 하여 하는가? (단, 옥상수조는 제외한다.)",text_only,,2.6m$^3$,5.2m$^3$,7.8m$^3$,10.4m$^3$,1
78,경비지도사2차,2019,1,소방학,13,피난계획의 일반적인 원칙으로 옳지 않은 것은?,text_only,,피난설비는 쉽게 조작할 수 있어야 한다.,피난동선은 2방향 이상 확보한다.,피난설비는 이동식을 원칙으로 한다.,피난경로는 단순명료하게 한다.,3
79,경비지도사2차,2011,1,소방학,33,위험물안전관리법상 지정수량 미만인 위험물의 저장 또는 취급에 관한 기술상의 기준은 무엇으로 정하는가?,text_only,O,특별시·광역시 및 도의 조례,소방시설공사업법,화재안전기준,소방기본법,1
80,경비지도사2차,2008,1,소방학,29,휘발유의 지정수량은?,text_only,O,50리터,200리터,400리터,"1,000리터",2
81,경비지도사2차,2023,1,소방학,12,물 소화약제에 관한 내용으로 옳지 않은 것은?,text_only,,냉각효과가 매우 높다.,압축성유체로 펌핑 및 이송이 어렵다.,인체에 무해하다.,구하기 쉬워 경제적이다.,2
82,경비지도사2차,2011,1,소방학,36,위험물안전관리법상 제조소등의 정의에 해당되지 않는 것은?,text_only,O,제조소,저장소,취급소,충전소,4
83,경비지도사2차,2004,1,소방학,33,가스누설 경보기의 설치 위치로 부적합한 장소는?,text_only,,가스렌지를 사용하는 주방,가스의 용기를 다량으로 저장하는 곳,환기를 위한 흡입구 근처,가스 연소기 근처,3
84,경비지도사2차,2010,1,소방학,38,소방대상물에 해당하지 않는 것은?,text_only,,사람,산림,건축물,차량,1
85,경비지도사2차,2017,1,소방학,35,이산화탄소 소화약제에 관한 설명으로 옳지 않은 것은?,text_only,,소화작업 후 오염이 적다.,전기적으로 전도성이며 전기화재에 적용할 수 없다.,공기보다 무거우며 주된 소화효과는 질식효과이다.,액화된 이산화탄소는 자체 증기압이 높아 자체 압력으로도 방사가 가능하다.,2
86,경비지도사2차,2014,1,소방학,34,"다음과 같은 성질을 가진 물질은?\n\n나일론과 멜라민수지의 연소 시 발생하는 독성가스이며, 주로 냉동시설의 냉매로 사용된다.",text_only,,황화수소,암모니아,염화수소,시안화수소,2
87,경비지도사2차,2011,1,소방학,18,건축물의 주요구조부로 옳지 않은 것은?,text_only,,옥외계단,내력벽,기둥,보,1
88,경비지도사2차,2010,1,소방학,29,자동화재탐지설비의 구성요소가 아닌 것은?,text_only,,감지기,수신기,변류기,발신기,3
89,경비지도사2차,2023,1,소방학,26,가연성 가스의 성상 및 특성에 관한 내용으로 옮지 않은 것은?,text_only,,"액화천연가스의 순수한 것은 색깔이 없고, 냄새도 없다.",액화천연가스는 공기보다 비중이 낮으므로 대기 중에 누출되었을 때 상승하여 확산 및 희석된다.,"액화석유가스는 LPG, LP 가스라 하며, 프로페인가스·뷰테인가스 등으로 총칭된다.",액화석유가스는 공기보다 비중이 낮으므로 누출감지기는 실내에 천장부에 설치한다.,4
90,경비지도사2차,2017,1,소방학,32,국내 전기화재의 표시 색상으로 옳은 것은?,text_only,,청색,무색,황색,백색,1
91,경비지도사2차,2009,1,소방학,6,공기 중의 산소농도 21%를 15%이하의 농도로 낮추어 소화하는 원리는?,text_only,,냉각소화,질식소화,제거소화,부촉매소화,2
92,경비지도사2차,2014,1,소방학,22,화재의 분류와 가연성물질이 옳게 짝지어진 것은?,text_only,,일반화재 - A급 -목재,일반화재- B급 -섬유,유류화재 - A급 -휘발유,유류화재- B급 -플라스틱,1
93,경비지도사2차,2023,1,소방학,16,위험물안전관리법령상 제5류 위험물 성질에 해당하는 것은?,text_only,O,산화성 고체,자기반응성 물질,가연성 고체,인화성 액체,2
94,경비지도사2차,2021,1,소방학,16,이산화탄소(CO$_2$) 소화약제에 관한 설명으로 옳지 않은 것은?,text_only,,질식의 위험성이 있다.,소화 후 피연소물에 피해가 적다.,할론 소화약제보다 소화능력이 매우 우수하다.,고압으로 방사 시 소음이 크다.,3
95,경비지도사2차,2014,1,소방학,19,물 소화약제의 소화작용으로 옳지 않은 것은?,text_only,,질식작용,냉각작용,타격 및 파괴작용,억제작용,4
96,경비지도사2차,2004,1,소방학,31,연소의 정의 및 조건 등에 대한 설명으로 틀린 것은?,text_only,,쇠못을 장시간 방치하면 공기 중에 존재하는 산소와 산화반응에 산화철(녹)이 되는데 이 반응도 넓은 의미에서 연소반응이다.,연소범위가 넓을수록 일반적으로 폭발의 위험성은 증가한다.,"연소반응은 산화반응으로서 가연물, 산소공급원 및 최소점화에너지를 연소의 3요소라 한다.",연소반응이 지속되기 위해서는 가연물을 계속 활성화시켜야 한다.,1
97,경비지도사2차,2009,1,소방학,37,위험물안전관리법상 위험물 제조소등이란?,text_only,O,"관리소, 제조소, 취급소","제조소, 저장소, 관리소","제조소, 저장소, 취급소","저장소, 취급소, 관리소",3
98,경비지도사2차,2022,1,소방학,18,소방기본법상 국민의 안전의식과 화재에 대한 경각심을 높이고 안전문화를 정착시키기 위해 정한 소방의 날은?,text_only,O,매년 1월 19일,매년 9월 11일,매년 11월 9일,매년 12월 12일,3
99,경비지도사2차,2021,1,소방학,27,건축법상 건축물의 주요구조부가 아닌 것은?,text_only,O,기둥,바닥,보,옥외계단,4
100,경비지도사2차,2013,1,소방학,7,"소화약제로 사용되는 물의 특성으로 옳지 않은 것은? (단, 대기압 상태이다.)",text_only,,물의 비열은 약 1kcal/kg°C이다.,물의 융해열은 약 20kcal/kg이다.,물의 기화열은 약 539kcal/kg이다.,"물이 기화할 때 체적은 약 1,700배로 팽창한다.",2
101,경비지도사2차,2023,1,소방학,20,이산화탄소 소화약제에 관한 내용으로 옳지 않은 것은?,text_only,,피연소물의 피해가 적다.,표면화재에 우수한 효과를 나타낸다.,전도성이라 전기화재에 효과가 적다.,변질 및 동결우려가 없다.,3
102,경비지도사2차,2017,1,소방학,38,할론(Halon) 1301 소화약제에 관한 설명으로 옳은 것올 모두 고른 것은?\n\nㄱ. 전기적으로 비전도성이다.\nㄴ. 화학적 소화효과가 뛰어나다.\nㄷ. 중발성 액체로서 오존파괴지수가 0이다.\nㄹ. 금속칼륨 화재에 적용성이 좋다.,text_only,,"ㄱ, ㄴ","ㄱ, ㄷ","ㄴ, ㄹ","ㄷ, ㄹ",1
103,경비지도사2차,2011,1,소방학,12,물이 소화약제로 사용되는 이유로 옳지 않은 것은?,text_only,,가격이 저렴하여 경제적이다.,소화용수의 취급 및 운송이 용이하다.,봉상주수 시 비수용성 유류화재에 대한 소화적응성이 우수하다.,증발잠열이 크기 때문에 냉각소화 효과가 우수하다.,3
104,경비지도사2차,2008,1,소방학,33,화재 시 수계소화약제로 소화가 가능한 것은?,text_only,,칼륨,유황,나트륨,탄화칼슘,2
105,경비지도사2차,2010,1,소방학,7,연소반응 및 연소현상에 관한 설명으로 옳은 것은?,text_only,,공기 중에 장시간 방치된 철(Fe)의 표면에 녹이 생기는 것은 연소반응이다.,나트륨과 마그네슘분말은 점화원을 제공하여도 공기중에서 연소하지 않는다.,모든 가연물은 대기 중에 산소가 없으면 절대 연소하지 않는다.,연소반응은 빛과 열을 동반한 산화반응이다.,4
106,경비지도사2차,2020,1,소방학,8,위험물안전관리법령상 제1류 위험물과 제6류 위험물의 공통성질은?,text_only,O,산화성,가연성,금수성,자기반응성,1
107,경비지도사2차,2019,1,소방학,2,목조건축물의 일반적인 화재특성에 관한 내용으로 옳은 것은?,text_only,,습도가 높을수록 연소확대는 빠르다.,종방향보다는 횡방향의 화재성장이 빠르다.,저온장기형 화재이다.,바람의 세기가 클수록 연소확대가 빠르다.,4
108,경비지도사2차,2017,1,소방학,13,위험물안전관리법상 지정수량 이상의 위험물을 제조외의 목적으로 취급하기 위한 대통령령이 정하는 장소는?,text_only,O,제조소,저장소,취급소,주유소,3
109,경비지도사2차,2013,1,소방학,1,표면연소를 하는 가연물은?,text_only,,숯,유황,파라핀,나프탈렌,1
110,경비지도사2차,2016,1,소방학,7,위험물의 화재 시 소화방법에 관한 내용으로 옳은 것은?,text_only,,칼륨은 물을 사용하여 소화한다.,마그네슘은 이산화탄소 소화기를 사용한다.,나트륨은 물을 사용하여 소화한다.,휘발유는 포소화약제로 소화한다.,4
111,경비지도사2차,2004,1,소방학,13,다음 중 인명구조 기구가 아닌 것은?,text_only,,방열복,안전마스크,공기호흡기,인공소생기,2
112,경비지도사2차,2009,1,소방학,24,열감지기에 해당되지 않는 것은?,text_only,,차동식감지기,정온식감지기,보상식감지기,광전식감지기,4
113,경비지도사2차,2022,1,소방학,36,"불활성기체소화약제에 관한 내용이다. ( )에 들어갈 내용으로 옳은 것은?\n\n'불활성기체소화약제'란 헬륨, 네온, 아르곤 또는 ( )가스 중 하나 이상의 원소를 기본성분으로 하는 소화약제를 말한다.",text_only,,질소,염소,브롬,요오드,1
114,경비지도사2차,2023,1,소방학,35,"스프링클러설비 종류에서 유수검지장치를 기준으로 1차측은 수압, 2차측에는 압축공기 또는 질소 등의 기체로 충전된 스프링클러설비는?",text_only,,건식스프링클러설비,부압식스프링클러설비,습식스프링클러설비,준비작동식스프링클러설비,1
