ID,Test Name,Year,Session,Subject,Number,Question,image,law,Option 1,Option 2,Option 3,Option 4,Answer,문제번호,모델명,총문제수,정답수,추출실패,정확도(%),총소요시간(초),문제당평균시간(초),입력토큰,출력토큰,총토큰,비용수준,비용($),예측답,정답여부,모델응답,프롬프트,Unnamed: 14
11,소방안전교육사,2020,B,재난관리론,63,재난 및 안전관리 기본법령상 집중안전점검기간 운영계획에 포함되어야 하는 사항이 아닌 것은?,text_only,O,"집중 안전점검 기간, 추진 일정, 점검 대상 및 방법에 관한 사항",재난예방 및 국민의 안전의식 개선에 관한 사항,집중 안전점검 기간 운영 실적 평가에 관한 사항,집중 안전점검 결과에 대한 이력관리 및 사전조치 등에 관한 사항,4,11,Human,300,9,0,81.81818181818183,26.53421412597856,1.8865129054018763,0,0,0,N/A,0.0,4,True,4,N/A - Human Test,
12,소방안전교육사,2014,A,소방학개론,16,고압가스 안전관리법령상 고압가스 저장의 안전유지기준으로 옳지 않은 것은?,text_only,O,용기보관장소의 주위 2m 이내에는 화기 또는 인화성물질이나 발화성물질을 두지 않을 것,"충전용기는 항상 55°C 이하의 온도를 유지하고, 직사광선을 받지 않도록 조치할 것",충전용기와 잔가스용기는 각각 구분하여 용기보관장소에 놓을 것,가연성가스 용기보관장소에는 방폭형 휴대용 손전등 외의 등화를 지니고 들어가지 않을 것,2,12,Human,300,9,0,75.0,28.174660130675846,1.6404460046972837,0,0,0,N/A,0.0,3,False,3,N/A - Human Test,
13,소방안전교육사,2019,B,소방학개론,7,다음 현상의 원인으로 옳지 않은 것은?\n\n기체연료를 연소시킬 때 발생하는 이상연소 현상으로 불꽃이 연소기 내로 전파되어 연소하는 현상,text_only,,혼합가스의 압력이 비정상적으로 낮을 때,혼합가스의 양이 너무 적을 때,연소속도보다 혼합가스의 분출속도가 빠를 때,노즐의 부식 등으로 분출 구멍이 커진 경우,3,13,Human,300,10,0,76.92307692307693,30.061173036077722,1.8865129054018763,0,0,0,N/A,0.0,3,True,3,N/A - Human Test,
14,소방안전교육사,2020,B,구급 및 응급처치론,33,의식이 없는 열사병 환자의 응급처치로 옳지 않은 것은?,text_only,,환자를 더운 환경에서 서늘하고 그늘진 곳으로 옮긴다.,환자의 의복을 제거하고 젖은 타월이나 시트로 환자를 덮고 부채로 바람을 불어준다.,체온을 천천히 떨어뜨린다.,심정지 시에는 신속히 심폐소생술을 시행한다.,3,14,Human,300,11,0,78.57142857142857,34.08026574758607,4.019092711508345,0,0,0,N/A,0.0,3,True,3,N/A - Human Test,
15,소방안전교육사,2018,A,재난관리론,60,"재난 및 안전관리 기본법상 재난경보의 수립·전파, 상황관리, 재난발생 시 초동조치 및 지휘 등의 업무를 수행하기 위하여 설치하는 것은?",text_only,O,재난안전대책본부,재난안전상황실,사고수습본부,긴급구조통제단,2,15,Human,300,12,0,80.0,36.171834403575104,2.0915686559890365,0,0,0,N/A,0.0,2,True,2,N/A - Human Test,
16,소방안전교육사,2019,B,구급 및 응급처치론,37,"호흡곤란 환자에게 분당 10 L의 유량(유속)으로 산소를 투여하려한다. 유량계(압력계)가 1,200 psi를 나타내고 있다면 산소통의 사용 가능시간은? (단, M형 산소통 상수는 1.56, 안전잔류량은 200 psi 이다.)",text_only,,156 분,166 분,176 분,186 분,1,16,Human,300,12,0,75.0,39.57575986332197,3.4449366098642957,0,0,0,N/A,0.0,2,False,2,N/A - Human Test,
17,소방안전교육사,2022,A,교육학개론,99,선다형 문항의 장점으로 옳은 것은?,text_only,,학습내용의 많은 영역을 측정할 수 있다.,문항 제작이 상대적으로 쉽다.,응답 반응의 자유도가 높다.,"창의력, 비판력, 문제해결능력 등 고등정신능력을 측정하기가 용이하다.",1,17,Human,300,13,0,76.47058823529412,41.585306219076145,1.9685352056367402,0,0,0,N/A,0.0,1,True,1,N/A - Human Test,
18,소방안전교육사,2019,B,재난관리론,58,다음 내용이 해당하는 재난관리단계는?\n\nO 위기상담\nO 피해평가\nO 특별재난지역의 선포 및 지원,text_only,,예방단계,대비단계,대응단계,복구단계,4,18,Human,300,13,0,72.22222222222221,45.03024282894044,3.4449366098642957,0,0,0,N/A,0.0,1,False,1,N/A - Human Test,
19,소방안전교육사,2019,B,교육학개론,98,교육의 3요소에 해당하지 않는 것은?,text_only,,교수자,학습자,교육내용,교육기간,4,19,Human,300,14,0,73.68421052631578,47.36787838563407,2.337635556693629,0,0,0,N/A,0.0,4,True,4,N/A - Human Test,
20,소방안전교육사,2019,B,교육학개론,76,학교에서 의도하지는 않았으나 수업 또는 학교의 관행으로 학생들이 은연중에 배우게 되는 교육과정은?,text_only,,잠재적(latent) 교육과정,영(null) 교육과정,교과외 교육과정,수준별 교육과정,1,20,Human,300,15,0,75.0,49.78753624256256,2.4196578569284934,0,0,0,N/A,0.0,1,True,1,N/A - Human Test,
21,소방안전교육사,2014,A,재난관리론,58,재난시 기자회견 방법으로 옳지 않은 것은?,text_only,,그래프 또는 차트를 사용하여 답변한다.,사실에 근거하여 정직한 인터뷰를 한다.,잘못된 정보에 대하여 정중하게 반박한다.,시청자를 고려하여 기술적인 전문용어를 사용한다.,4,21,Human,300,16,0,76.19047619047619,52.33022754984335,2.5426913072807897,0,0,0,N/A,0.0,4,True,4,N/A - Human Test,
22,소방안전교육사,2019,B,구급 및 응급처치론,40,포켓마스크에 관한 설명으로 옳지 않은 것은?,text_only,,일-방향 밸브는 환자로부터 배출된 공기나 이물질이 구조자의 입으로 들어가는 것을 막아주는 장점이 있다.,성인 환자에게 적용할 때 얼굴에 밀착시켜 빠졌한 폭이 턱에 위치하도록 한다.,영아에게 성인용 포켓마스크를 적용할 수 있다.,구조자가 두손으로 마스크를 밀착시켜 환자의 기도를 유지하기가 용이하다.,2,22,Human,300,17,0,77.27272727272727,55.857186459942504,3.5269589100991596,0,0,0,N/A,0.0,2,True,2,N/A - Human Test,
23,소방안전교육사,2018,A,교육학개론,93,다음 제시문에서 설명하는 동기에 해당하는 것은?\n\n◯ 다른 사람과 비교해 명칭하거나 부족해 보이는 것을 피하고자 함\n◯ 상대적 기준을 사용해 시험에서 가장 낮은 점수를 받거나 학급에서 가장 못 하는 학생이 되는 것을 회피하고자 함,text_only,,숙달접근정향,숙달회피정향,수행접근정향,수행회피정향,4,23,Human,300,18,0,78.26086956521739,58.03077741616641,2.173590956223901,0,0,0,N/A,0.0,4,True,4,N/A - Human Test,
24,소방안전교육사,2022,A,재난관리론,64,재난 및 안전관리 기본법령상 과태료의 부과대상에 해당하는 자로 옳지 않은 것은?,text_only,O,대피명령을 위반한 자,안전조치명령을 이행하지 아니한 자,위험구역에서의 퇴거명령을 위반한 자,재난취약시설 보험 또는 공제에 가입하지 않은 자,2,24,Human,300,18,0,75.0,60.16335722227288,2.132579806106469,0,0,0,N/A,0.0,3,False,3,N/A - Human Test,
25,소방안전교육사,2016,A,재난관리론,62,재난 및 안전관리 기본법령상 재난분야 위기관리 매뉴얼의 작성·운용에 관한 설명으로 옳은 것은?,text_only,O,위기대응 실무매뉴얼은 국가적 차원에서 관리가 필요한 재난에 대하여 재난관리 체계와 관계 기관의 임무와 역할을 규정한 문서이다.,현장조치 행동매뉴얼은 위기관리 표준매뉴얼에서 규정하는 기능과 역할에 따라 실제 재난대응에 필요한 조치사항 및 절차를 규정한 문서이다.,위기관리 표준매뉴얼은 재난현장에서 임무를 직접 수행하는 기관의 행동조치 절차를 구체적으로 수록한 문서이다.,재난관리책임기관의 장이 위기관리 매뉴얼을 작성·운용하는 경우 재난대응활동계획과 위기관리 매뉴얼은 서로 연계되도록 하여야 한다.,4,25,Human,300,19,0,76.0,62.336948178496776,2.173590956223901,0,0,0,N/A,0.0,4,True,4,N/A - Human Test,
26,소방안전교육사,2022,A,소방학개론,23,주위온도가 일정 상승률 이상이 되는 경우에 작동하는 것으로서 일국소에서의 열효과에 의하여 작동하는 감지기는?,text_only,,차동식스포트형 감지기,정온식스포트형 감지기,이온화식 연기감지기,광전식 연기감지기,1,26,Human,300,20,0,76.92307692307693,64.920650635895,2.5837024573982217,0,0,0,N/A,0.0,1,True,1,N/A - Human Test,
27,소방안전교육사,2018,A,교육학개론,82,다음 제시문에서 설명하는 교육사상은?\n\n◯ 18세기 서양의 사회개혁 사상을 배경으로 함\n◯ 아동을 학습의 능동적 주체로 간주함\n◯ 교육 목적을 합리적이고 비판적인 이성 개발로 설정함\n◯ 자연의 원리 속에서 아동의 본성에 알맞은 교육내용과 방법을 탐구하여 가르쳐야 한다고 주장함,text_only,,인문주의(humanism),신인문주의(neo-humanism),계몽주의(enlightenment),실학주의(realism),3,27,Human,300,21,0,77.77777777777779,67.70940884388038,2.7477470578679504,0,0,0,N/A,0.0,3,True,3,N/A - Human Test,
28,소방안전교육사,2016,A,구급 및 응급처치론,33,긴장성 공기가슴증(긴장성 기흉)의 증상과 징후로 옳지 않은 것은?,text_only,,"심박출량이 감소하고, 정맥압이 증가된다.","갈비(늑골)사이 공간의 압력이 증가하면서 호흡장애, 저산소증이 진행된다.",정맥환류가 감소되어 맥압 증가가 유발된다.,흉강내압 증가로 기관(trachea)이 밀려날 수 있다.,3,28,Human,300,21,0,75.0,70.7852451026878,3.075836258807407,0,0,0,N/A,0.0,4,False,4,N/A - Human Test,
29,소방안전교육사,2019,B,구급 및 응급처치론,35,"교통사고를 당한 임신 말기의 산모를 병원으로 이송 시 산모의 자세로 적절한 것은? (단, 척추손상은 없음)",text_only,,심스자세(Sim's position),무릎가슴자세(knee-chest position),좌측엎누운자세(lateral recumbent position),바로누운자세(supine position),3,29,Human,300,22,0,75.86206896551724,72.54872455773737,1.7634794550495798,0,0,0,N/A,0.0,3,True,3,N/A - Human Test,
30,소방안전교육사,2020,B,소방학개론,1,가연성 기체와 공기의 혼합기체에 불꽃을 대었을 때 불이 붙는 최저온도는?,text_only,,발화점,인화점,연소점,착화점,2,30,Human,300,22,0,73.33333333333333,76.40377266877599,3.8960592611560485,0,0,0,N/A,0.0,3,False,3,N/A - Human Test,
31,소방안전교육사,2016,A,구급 및 응급처치론,27,내과적 무균술에 근거한 손씻기에 관한 설명으로 옳지 않은 것은?,text_only,,세면대와 닿지 않도록 떨어져 일정거리를 유지하고 선다.,흐르는 물에서 비누를 묻혀 1분 정도 거품을 충분히 낸다.,씻을 때 손끝이 위로 향하게 하여 물기가 팔꿈치 쪽으로 흐르도록 한다.,씻은 후 손가락에서 손목 쪽으로 타월을 이용하여 가볍게 물을 닦는다.,3,31,Human,300,23,0,74.19354838709677,78.208263273943,1.7634794550495798,0,0,0,N/A,0.0,3,True,3,N/A - Human Test,
32,소방안전교육사,2018,A,소방학개론,7,"표준상태(0°C, 1 기압)에서 프로판 2 m$^3$을 연소시키기 위해 필요한 이론산소량(m$^3$)과 이론공기량(m$^3$)은? (단, 공기 중 산소는 21 vol%이다.)",text_only,,"이론산소량: 5, 이론공기량: 23.81","이론산소량: 10, 이론공기량: 47.62","이론산소량: 5, 이론공기량: 47.62","이론산소량: 10, 이론공기량: 23.81",2,32,Human,300,24,0,75.0,81.98128908474675,3.7730258108037527,0,0,0,N/A,0.0,2,True,2,N/A - Human Test,
33,소방안전교육사,2016,A,구급 및 응급처치론,29,심부체온이 32°C 이상인 경미한 저체온증의 증상 및 징후로 옳지 않은 것은?,text_only,,빈맥(빠른맥),몸을 떠는 증상,저혈압,창백하고 축축한 피부,3,33,Human,300,24,0,72.72727272727273,84.35993579155782,2.378646706811061,0,0,0,N/A,0.0,1,False,1,N/A - Human Test,
34,소방안전교육사,2019,B,재난관리론,65,재난 및 안전관리 기본법령상 재난대비훈련에 관한 내용으로 옳은 것은?,text_only,O,재난대비훈련에 참여하는 기관은 자체 훈련을 수시로 실시할 수 있다.,훈련참여기관의 장은 재난대비훈련 실시 후 15일 이내에 그 결과를 훈련주관기관의 장에게 제출하여야 한다.,소방청장은 2년마다 재난대비훈련 기본계획을 수립하고 재난관리책임기관의 장에게 통보하여야 한다.,재난대비훈련에 참여하는 데에 필요한 비용은 훈련주관기관이 부담하여야 한다.,1,34,Human,300,24,0,70.58823529411765,86.00038179625508,1.6404460046972837,0,0,0,N/A,0.0,3,False,3,N/A - Human Test,
35,소방안전교육사,2022,A,재난관리론,53,위험성평가 분석 기법으로 옳지 않은 것은?,text_only,,Checklist,HAZOP(Hazard and Operability),TLV(Threshold Limit Value),What-if,3,35,Human,300,25,0,71.42857142857143,88.09195045224413,2.0915686559890365,0,0,0,N/A,0.0,3,True,3,N/A - Human Test,
36,소방안전교육사,2016,A,재난관리론,58,우리나라 재난관리체계 변천 과정에 관한 설명으로 옳지 않은 것은?,text_only,,1975년 내무부에 민방위본부가 창설되었다.,1995년 삼풍백화점 붕괴사고 이후 그 해 재난관리법이 제정되었다.,2003년 대구지하철 방화사고 이후 2004년 재난 및 안전관리 기본법이 제정되었다.,2014년 세월호 침몰사고 이후 국토안보부(DHS)가 출범하였다.,4,36,Human,300,25,0,69.44444444444444,90.30655255858547,2.2146021063413333,0,0,0,N/A,0.0,2,False,2,N/A - Human Test,
37,소방안전교육사,2024,A,재난관리론,63,기상청의 호우특보 발표기준에서 ( )에 들어갈 내용이 옳은 것은?\n\nO 호우주의보는 3시간 강우량이 ( ㄱ ) mm 이상 예상되거나 12시간 강우량이 ( ㄴ ) mm 이상 예상될 때 발령된다.\nO 호우경보는 3시간 강우량이 90 mm 이상 예상되거나 12시간 강우량이 ( ㄷ ) mm 이상 예상될 때 발령된다.,text_only,,"ㄱ: 50, ㄴ: 110, ㄷ: 150","ㄱ: 50, ㄴ: 150, ㄷ: 180","ㄱ: 60, ㄴ: 110, ㄷ: 180","ㄱ: 60, ㄴ: 180, ㄷ: 210",3,37,Human,300,26,0,70.27027027027027,92.35711006445707,2.0915686559890365,0,0,0,N/A,0.0,3,True,3,N/A - Human Test,
38,소방안전교육사,2022,A,교육학개론,88,시간의 흐름에 따라 반복하여 학습할 수 있도록 교육내용을 조직하는 원리는?,text_only,,계열성,통합성,계속성,균형성,3,38,Human,300,26,0,68.42105263157895,94.73575677126814,2.337635556693629,0,0,0,N/A,0.0,4,False,4,N/A - Human Test,
39,소방안전교육사,2024,A,재난관리론,62,긴급구조대응활동 및 현장지휘에 관한 규칙상 이송반이 사상자를 이송할 때 그 우선순위로 옳은 것은?,text_only,,긴급환자 - 응급환자 - 비응급환자 - 사망자,사망자 - 긴급환자 - 응급환자 - 비응급환자,긴급환자 - 사망자 - 응급환자 - 비응급환자,사망자 - 응급환자 - 비응급환자 - 긴급환자,1,39,Human,300,27,0,69.23076923076923,97.48350382913608,2.7477470578679504,0,0,0,N/A,0.0,1,True,1,N/A - Human Test,
40,소방안전교육사,2020,B,재난관리론,55,재난관리 방식 중 통합관리방식의 특징을 모두 고른 것은?\n\nㄱ. 정보전달의 다원화\nㄷ. 통합대응 및 지휘통제 용이\nㄴ. 총괄적 자원동원과 신속한 대응\nㄹ. 특정 재난에 대한 관리활동,text_only,,"ㄱ, ㄴ","ㄱ, ㄹ","ㄴ, ㄷ","ㄷ, ㄹ",3,40,Human,300,28,0,70.0,99.78012823571227,2.296624406576197,0,0,0,N/A,0.0,3,True,3,N/A - Human Test,
41,소방안전교육사,2018,A,재난관리론,52,"재난을 유사전쟁모형, 사회적 취약성 모형, 불확실성 모형으로 분류한 자는?",text_only,,길버트(Gilbert),존스(Jones),아네스(Anesth),콤포트(Comfort),1,41,Human,300,28,0,68.29268292682927,101.91270804181875,2.132579806106469,0,0,0,N/A,0.0,2,False,2,N/A - Human Test,
42,소방안전교육사,2016,A,소방학개론,25,위험물안전관리법상 제조소의 설비기준 중 환기설비 설치기준으로 옳지 않은 것은?,text_only,O,환기는 강제배기방식으로 할 것,급기구는 당해 급기구가 설치된 실의 바닥면적 150 m$^2$마다 1개 이상으로 할 것,급기구가 설치된 실의 바닥면적이 150 m$^2$ 이상인 경우 급기구의 크기는 800 cm$^2$ 이상으로 할 것,급기구는 낮은 곳에 설치하고 가는 눈의 구리망 등으로 인화방지망을 설치할 것,1,42,Human,300,28,0,66.66666666666666,104.04528784792522,2.132579806106469,0,0,0,N/A,0.0,4,False,4,N/A - Human Test,
43,소방안전교육사,2022,A,재난관리론,62,재난 및 안전관리 기본법령상 긴급구조지휘대 중 권역현장지휘대의 설치기준으로 옳은 것은?,text_only,O,3개 이하의 안전센터별로 소방서장이 1개를 설치 · 운영,3개 이하의 소방서별로 소방본부장이 1개를 설치 · 운영,2개 이상 4개 이하의 소방서별로 소방본부장이 1개를 설치 · 운영,2개 이상 4개 이하의 소방본부별로 소방청장이 1개를 설치 · 운영,4,43,Human,300,28,0,65.11627906976744,106.95707950626289,2.870780508220246,0,0,0,N/A,0.0,3,False,3,N/A - Human Test,
44,소방안전교육사,2018,A,재난관리론,70,긴급구조대응활동 및 현장지휘에 관한 규칙상 통제단장이 설치·운영할 수 있는 것으로 옳지 않은 것은?,text_only,,현장응급의료소,임시영안소,홍수통제소,자원대기소,3,44,Human,300,29,0,65.9090909090909,108.72055896131248,1.804490605167012,0,0,0,N/A,0.0,3,True,3,N/A - Human Test,
45,소방안전교육사,2016,A,소방학개론,9,"전기히터가 220 V에서 작동하여 1,500 W를 소비하였을 때 저항치 [Ω]는? (단, 소수점 둘째자리에서 반올림한다.)",text_only,,12.3,22.3,32.3,42.3,3,45,Human,300,30,0,66.66666666666666,111.14021681824097,2.4196578569284934,0,0,0,N/A,0.0,3,True,3,N/A - Human Test,
46,소방안전교육사,2022,A,소방학개론,7,"내화구조로 구획된 건물화재에서 환기지배형화재의 환기요소에 관한 내용이다. ( )에 들어갈 내용으로 옳은 것은?\n\n환기요소는 개구부의 ( ㄱ )에 비례하고, 개구부의 ( ㄴ )의 ( ㄷ )에 비례한다.",text_only,,"ㄱ: 면적, ㄴ: 높이, ㄷ: 제곱","ㄱ: 높이, ㄴ: 면적, ㄷ: 제곱근","ㄱ: 면적, ㄴ: 높이, ㄷ: 제곱근","ㄱ: 높이, ㄴ: 면적, ㄷ: 제곱",3,46,Human,300,31,0,67.3913043478261,113.51886352505203,2.378646706811061,0,0,0,N/A,0.0,3,True,3,N/A - Human Test,
47,소방안전교육사,2014,A,재난관리론,57,재난관리방식 중 통합관리방식의 특징을 모두 고른 것은?\n\nㄱ. 재난 유형별 관리\nㄴ. 지휘체계의 단일화\nㄷ. 과도한 책임 부담\nㄹ. 다수 부처 참여,text_only,,"ㄱ, ㄷ","ㄱ, ㄹ","ㄴ, ㄷ","ㄴ, ㄹ",3,47,Human,300,32,0,68.08510638297872,115.56942103092364,2.0505575058716046,0,0,0,N/A,0.0,3,True,3,N/A - Human Test,
48,소방안전교육사,2024,A,재난관리론,73,"자연재해대책법령상 침수흔적도와 침수예상도 등을 바탕으로 재해 발생 시 대피 요령, 대피소 및 대피 경로 등의 정보를 표시한 재해정보지도에 해당하지 않는 것은?",text_only,O,피난정보형 재해정보지도,피난활용형 재해정보지도,방재정보형 재해정보지도,방재교육형 재해정보지도,1,48,Human,300,32,0,66.66666666666666,119.3424468417274,3.7730258108037527,0,0,0,N/A,0.0,3,False,3,N/A - Human Test,
49,소방안전교육사,2014,A,구급 및 응급처치론,47,"3세 여아에게 2인의 응급의료종사자가 심폐소생술을 실시할 때 가슴압박과 인공 호흡의 비율, 압박속도, 압박깊이로 옳은 것은?",text_only,,"15:2, 분당 100회 이하, 4cm","15:2, 분당 100회 이상, 5cm","30:2, 분당 100회 이하, 4cm","30:2, 분당 100회 이상, 5cm",2,49,Human,300,33,0,67.3469387755102,120.98289284642468,1.5994348545798516,0,0,0,N/A,0.0,2,True,2,N/A - Human Test,
50,소방안전교육사,2022,A,소방학개론,15,제2종 분말소화약제에 관한 설명으로 옳지 않은 것은?,text_only,,주성분은 KHCO$_3$이다.,칼륨이온은 부촉매작용을 한다.,제1종 분말소화약제보다 비누화 반응이 크다.,"B급, C급 화재에 적응성이 있다.",3,50,Human,300,34,0,68.0,122.99243920217883,2.0095463557541726,0,0,0,N/A,0.0,3,True,3,N/A - Human Test,
51,소방안전교육사,2018,A,교육학개론,98,"학습 형태와 이에 관한 설명이 옳은 것을 모두 고른 것은?\n\nㄱ. 거꾸로 학습(flipped learning): 기존의 전통적 교실 수업과는 달리 교실밖에서 디지털 콘텐츠를 이러닝 형태로 학습한 후, 강의실에서는 과제 해결 등 다양한 학습 활동을 수행하는 혼합형 학습\nㄴ. m-러닝(mobile learning): 이러닝 중 무선 통신 기술을 기반으로 태블릿 PC, 스마트 폰과 같은 모바일 기술을 활용하는 것\nㄷ. u-러닝(ubiquitous learning): 유비쿼터스 컴퓨팅 환경을 기반으로 하는 것으로 시간, 장소, 환경 등에 구애받지 않고 일상생활 속에서 언제, 어디서나 자신이 원하는 학습을 즉각적으로 수행할 수 있는 학습자 중심의 통합적인 학습\nㄹ. 무크(Massive Open Online Course: MOOC): 개방형 온라인 강좌로서 대학 강좌를 무료로 일반인 누구에게나 활용하게 하는 새로운 이러닝의 형태",text_only,,"ㄱ, ㄴ","ㄷ, ㄹ","ㄱ, ㄴ, ㄷ","ㄱ, ㄴ, ㄷ, ㄹ",4,51,Human,300,35,0,68.62745098039215,124.59187405675868,1.5994348545798516,0,0,0,N/A,0.0,4,True,4,N/A - Human Test,
52,소방안전교육사,2018,A,재난관리론,56,태풍 내습 시 재난관리 단계 중 대응단계에서 하여야 할 업무가 아닌 것은?,text_only,,태풍 진로에 따라 재난 대응계획을 시행한다.,재난상황을 신속히 전파시키고 구조 요원을 긴급히 현장에 출동시킨다.,중앙합동조사단을 편성하고 운영하여 피해를 조사하고 복구한다.,"긴급구조기관 및 자원봉사자에게 임무를 부여하고, 현장통제 및 질서유지를 담당한다.",3,52,Human,300,36,0,69.23076923076923,126.72445386286516,2.173590956223901,0,0,0,N/A,0.0,3,True,3,N/A - Human Test,
53,소방안전교육사,2024,A,재난관리론,58,다음과 같은 구체적인 전략을 갖고 있는 버클리(Berkely)학파의 이론으로 옳은 것은?\n\nO 가외성(redundancy) 전략\nO 조직학습(organization learning) 전략\nO 관점의 유연화(conceptual slacks)전략\nO 의사결정 분권화(de-centralization) 전략,text_only,,재난배양이론(Disaster incubation theory),정상사건이론(Normal accidents theory),고도신뢰이론(High Reliability theory),하인리히이론(Heinrich theory),3,53,Human,300,37,0,69.81132075471697,128.8160225188542,2.0505575058716046,0,0,0,N/A,0.0,3,True,3,N/A - Human Test,
